Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
9685-WKZGT,Male,67,No,0,Carmichael,95608,38.626128,-121.328011,0,14,Offer D,Yes,16.32,Yes,Yes,Fiber Optic,11.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,1036.75,39.29,0,228.48,1225.94,Churned,Price,Extra data charges
9828-AOQLM,Female,37,Yes,0,San Diego,92117,32.825086,-117.199424,3,1,,Yes,12.8,No,Yes,DSL,5.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.7,45.7,0.0,0,12.8,58.5,Churned,Competitor,Competitor made better offer
6510-UPNKS,Female,21,No,0,Emigrant Gap,95715,39.23754,-120.720196,0,23,,Yes,43.77,Yes,No,,,,,,,,,,,One Year,No,Credit Card,24.8,615.35,0.0,0,1006.71,1622.06,Stayed,,
7157-SMCFK,Male,32,No,2,Valencia,91355,34.43987,-118.644609,0,61,Offer B,Yes,15.02,No,No,,,,,,,,,,,Two Year,No,Mailed Check,19.75,1124.2,0.0,0,916.22,2040.42,Stayed,,
7966-YOTQW,Male,29,No,0,Nubieber,96068,41.082472,-121.195215,0,10,,Yes,33.98,Yes,Yes,DSL,59.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.5,568.2,0.0,0,339.8,908.0,Stayed,,
7758-UJWYS,Male,31,Yes,1,Millbrae,94030,37.601248,-122.403099,10,34,,No,,,Yes,DSL,29.0,No,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,40.55,1325.85,0.0,0,0.0,1325.85,Stayed,,
0730-KOAVE,Male,53,No,0,Redwood City,94062,37.410567,-122.297152,0,30,Offer C,Yes,41.66,Yes,Yes,Fiber Optic,28.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.3,2679.7,0.0,0,1249.8,3929.5,Stayed,,
2516-XSJKX,Female,20,Yes,2,San Juan Bautista,95045,36.810568,-121.503022,1,41,,Yes,32.29,No,Yes,DSL,69.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,78.45,3126.45,0.0,0,1323.89,4450.34,Stayed,,
3428-MMGUB,Male,34,No,0,Rio Nido,95471,38.522328,-122.97932,0,60,,Yes,7.1,Yes,Yes,Fiber Optic,10.0,No,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,89.55,5231.2,0.0,0,426.0,5657.2,Stayed,,
5208-HFSBT,Female,47,No,0,Challenge,95925,39.461768,-121.195825,0,2,Offer E,Yes,42.55,No,Yes,DSL,30.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.05,102.75,0.0,0,85.1,187.85,Churned,Competitor,Competitor had better devices
9881-VCZEP,Female,29,Yes,0,San Jose,95126,37.327069,-121.916819,8,25,,Yes,12.12,Yes,Yes,Cable,59.0,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,54.1,1373.0,0.0,110,303.0,1786.0,Stayed,,
2528-HFYZX,Male,66,Yes,0,Santa Ana,92706,33.765893,-117.881533,2,17,,Yes,1.05,No,Yes,Fiber Optic,8.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.45,1233.4,0.0,0,17.85,1251.25,Churned,Competitor,Competitor had better devices
4933-IKULF,Female,71,No,0,Pinon Hills,92372,34.459322,-117.629729,0,17,Offer D,Yes,24.15,No,No,,,,,,,,,,,One Year,No,Mailed Check,20.65,330.6,0.0,0,410.55,741.15,Stayed,,
5680-LQOGP,Female,21,No,0,Twin Bridges,95735,38.805481,-120.13287,0,68,Offer A,Yes,14.86,No,Yes,Cable,59.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,82.45,5646.6,0.0,90,1010.48,6747.08,Stayed,,
5351-QESIO,Male,64,No,2,San Diego,92122,32.85723,-117.209774,0,1,Offer E,No,,,Yes,Cable,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,24.2,24.2,0.0,0,0.0,24.2,Joined,,
0354-WYROK,Female,70,Yes,0,San Francisco,94130,37.820894,-122.369725,1,31,Offer C,Yes,47.95,No,Yes,Fiber Optic,21.0,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.9,2911.3,0.0,0,1486.45,4397.75,Churned,Other,Don't know
2167-FQSTQ,Female,20,Yes,0,Hayward,94541,37.674002,-122.076796,8,72,,Yes,37.45,Yes,Yes,DSL,48.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,92.4,6786.1,0.0,150,2696.4,9632.5,Stayed,,
2862-PFNIK,Male,47,No,3,San Leandro,94578,37.704384,-122.126703,0,1,,No,,,Yes,Cable,21.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,24.7,24.7,0.0,0,0.0,24.7,Joined,,
1169-SAOCL,Male,45,No,0,Brookdale,95007,37.106902,-122.100006,0,49,,Yes,22.52,Yes,Yes,Fiber Optic,25.0,No,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,106.65,5168.1,0.0,130,1103.48,6401.58,Stayed,,
0021-IKXGC,Female,72,No,0,San Marcos,92078,33.119028,-117.166036,0,1,Offer E,Yes,7.77,Yes,Yes,Fiber Optic,22.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,72.1,72.1,0.0,0,7.77,79.87,Joined,,
7703-ZEKEF,Male,47,No,0,Heber,92249,32.730583,-115.501083,0,23,Offer D,Yes,18.7,Yes,Yes,Fiber Optic,24.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.0,1917.1,0.0,0,430.1,2347.2,Churned,Competitor,Competitor offered more data
9774-NRNAU,Male,77,Yes,0,Cabazon,92230,33.929812,-116.76058,5,27,,Yes,33.57,Yes,Yes,DSL,21.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,84.8,2309.55,0.0,0,906.39,3215.94,Stayed,,
2632-TACXW,Female,49,Yes,0,Richmond,94801,37.945288,-122.383941,4,62,,Yes,8.91,Yes,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,23.65,1416.75,0.0,0,552.42,1969.17,Stayed,,
4013-UBXWQ,Female,33,No,0,Fallbrook,92028,33.362575,-117.299644,0,7,Offer E,Yes,48.82,Yes,Yes,Cable,19.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.65,521.1,28.35,0,341.74,834.49,Churned,Competitor,Competitor made better offer
8380-MQINP,Female,62,Yes,1,Los Angeles,90035,34.051809,-118.383843,3,55,,Yes,3.18,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.3,1079.05,0.0,0,174.9,1253.95,Stayed,,
9391-DXGGG,Female,70,No,0,Sacramento,95832,38.445939,-121.496855,0,44,Offer B,Yes,35.39,No,Yes,Fiber Optic,19.0,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,89.15,3990.75,0.0,0,1557.16,5547.91,Stayed,,
1394-SUIUH,Female,70,Yes,0,Mount Shasta,96067,41.33832,-122.290756,4,44,,Yes,44.44,No,Yes,Fiber Optic,6.0,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,85.15,3670.5,0.0,0,1955.36,5625.86,Stayed,,
9282-IZGQK,Female,51,No,0,Irvine,92612,33.643095,-117.810896,0,1,Offer E,Yes,30.52,Yes,Yes,Fiber Optic,30.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.0,85.0,0.0,0,30.52,115.52,Churned,Other,Don't know
4201-JMNGR,Female,66,No,0,Lucerne Valley,92356,34.508417,-116.856103,0,1,Offer E,Yes,26.22,No,Yes,Cable,22.0,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,55.8,55.8,0.0,0,26.22,82.02,Churned,Dissatisfaction,Service dissatisfaction
2351-RRBUE,Female,20,Yes,0,Tulelake,96134,41.813521,-121.492666,2,7,Offer E,Yes,41.64,No,No,,,,,,,,,,,One Year,No,Mailed Check,-2.0,134.05,0.0,0,291.48,425.53,Stayed,,
8106-GWQOK,Male,47,Yes,0,Warner Springs,92086,33.323705,-116.626907,5,38,,No,,,Yes,Cable,25.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,60.0,2193.2,0.0,0,0.0,2193.2,Stayed,,
4012-YCFAI,Male,45,Yes,0,Riverside,92508,33.885499,-117.324959,5,60,,Yes,22.22,No,Yes,DSL,16.0,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,61.35,3766.2,0.0,0,1333.2,5099.4,Stayed,,
5160-UXJED,Male,27,No,0,San Diego,92101,32.72523,-117.171346,0,17,,Yes,13.02,No,Yes,Cable,73.0,No,No,No,No,No,No,No,Yes,One Year,No,Credit Card,44.6,681.4,0.0,0,221.34,902.74,Stayed,,
2739-CCZMB,Male,39,No,1,Alleghany,95910,39.467828,-120.841386,0,5,,Yes,8.01,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.35,122.0,0.0,0,40.05,162.05,Stayed,,
1042-HFUCW,Female,37,No,1,Cobb,95426,38.838088,-122.73203,0,25,Offer C,Yes,39.9,No,Yes,DSL,27.0,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,54.75,1266.35,15.76,0,997.5,2248.09,Stayed,,
3266-FTKHB,Male,35,No,0,Beale Afb,95903,39.125311,-121.392283,0,17,,Yes,27.66,No,No,,,,,,,,,,,Two Year,No,Credit Card,19.15,343.45,28.63,0,470.22,785.04,Stayed,,
8626-XHBIE,Male,48,No,3,Riverdale,93656,36.452211,-119.94575,0,56,Offer B,Yes,22.47,Yes,No,,,,,,,,,,,Two Year,Yes,Credit Card,24.8,1424.2,0.0,0,1258.32,2682.52,Stayed,,
3766-EJLFL,Female,55,Yes,3,Mill Creek,96061,40.331975,-121.460674,1,68,,Yes,18.42,Yes,Yes,Fiber Optic,53.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.05,7508.55,0.0,0,1252.56,8761.11,Stayed,,
0917-EZOLA,Male,66,Yes,0,Lakewood,90713,33.847755,-118.112532,0,72,,Yes,6.03,Yes,Yes,Fiber Optic,2.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,104.15,7689.95,0.0,0,434.16,8124.11,Churned,Price,Extra data charges
2506-CLAKW,Female,20,No,0,Ventura,93003,34.279221,-119.221437,0,6,Offer E,Yes,20.26,No,Yes,Fiber Optic,26.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.15,567.45,0.0,0,121.56,689.01,Churned,Attitude,Attitude of support person
6807-SIWJI,Male,47,No,0,Groveland,95321,37.902968,-119.667544,0,38,Offer C,Yes,4.34,Yes,Yes,Fiber Optic,26.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.85,3887.25,0.0,0,164.92,4052.17,Stayed,,
4959-JOSRX,Female,41,Yes,0,La Puente,91744,34.031441,-117.936436,3,2,Offer E,Yes,30.19,No,Yes,Cable,16.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.6,80.55,0.0,0,60.38,140.93,Churned,Price,Lack of affordable download/upload speed
7395-IGJOS,Male,70,Yes,0,Quincy,95971,39.971228,-121.041166,1,17,,Yes,9.5,No,Yes,Fiber Optic,16.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,81.5,1329.2,0.0,0,161.5,1490.7,Churned,Competitor,Competitor made better offer
1608-GMEWB,Male,76,No,0,Stockton,95215,37.946282,-121.139499,0,45,Offer B,Yes,15.65,Yes,Yes,Fiber Optic,18.0,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,93.9,4200.25,0.0,0,704.25,4904.5,Stayed,,
1842-EZJMK,Male,28,Yes,0,Orangevale,95662,38.689174,-121.218435,1,50,Offer B,Yes,34.14,Yes,Yes,Fiber Optic,69.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,103.7,5071.05,36.61,0,1707.0,6741.44,Churned,Competitor,Competitor had better devices
0164-XAIRP,Female,51,No,0,La Mirada,90638,33.902045,-118.008961,0,24,,Yes,10.64,No,No,,,,,,,,,,,Two Year,Yes,Bank Withdrawal,19.55,470.2,0.0,0,255.36,725.56,Stayed,,
4929-ROART,Male,47,No,0,Ukiah,95482,39.134075,-123.23422,0,18,,Yes,33.8,Yes,Yes,Cable,17.0,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,56.25,969.85,0.0,30,608.4,1608.25,Stayed,,
1452-XRSJV,Female,59,Yes,2,Oakland,94612,37.809014,-122.269739,3,39,,Yes,15.06,No,Yes,DSL,11.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51.05,2066.0,0.0,0,587.34,2653.34,Stayed,,
1866-NXPSP,Female,48,No,0,Arcata,95521,40.839958,-124.003757,0,36,,Yes,32.0,No,Yes,Cable,23.0,Yes,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,75.55,2680.15,0.0,100,1152.0,3932.15,Stayed,,
1569-TTNYJ,Male,55,Yes,0,Richmond,94805,37.941456,-122.320968,1,5,,Yes,1.16,Yes,Yes,Fiber Optic,7.0,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,78.75,412.1,0.0,10,5.8,427.9,Churned,Other,Don't know
0257-KXZGU,Female,29,Yes,1,Santa Clara,95051,37.348129,-121.98469,9,32,Offer C,Yes,33.28,Yes,Yes,DSL,51.0,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,62.45,2045.55,0.0,0,1064.96,3110.51,Stayed,,
6572-ADKRS,Female,19,No,0,Los Angeles,90040,33.994524,-118.149953,0,46,Offer B,Yes,42.44,No,Yes,Fiber Optic,69.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.8,3548.3,0.0,0,1952.24,5500.54,Stayed,,
6217-TOWGS,Female,29,Yes,0,San Jose,95113,37.333851,-121.891147,5,17,Offer D,Yes,7.6,Yes,Yes,DSL,52.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,75.4,1322.55,0.0,0,129.2,1451.75,Stayed,,
2984-TBYKU,Male,38,Yes,3,Barstow,92311,34.965648,-117.001509,6,72,Offer A,Yes,32.22,Yes,Yes,Fiber Optic,25.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,104.9,7732.65,0.0,0,2319.84,10052.49,Stayed,,
9430-NKQLY,Male,49,Yes,2,Arcadia,91006,34.137319,-118.029837,7,72,Offer A,Yes,27.93,Yes,No,,,,,,,,,,,Two Year,Yes,Credit Card,25.1,1790.8,46.81,0,2010.96,3754.95,Stayed,,
0621-TWIEM,Male,28,No,0,Newhall,91321,34.370378,-118.504118,0,10,Offer D,Yes,34.44,No,Yes,Cable,69.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,45.55,402.6,0.0,0,344.4,747.0,Churned,Attitude,Attitude of support person
9926-PJHDQ,Female,45,Yes,0,Kingsburg,93631,36.478239,-119.52137,5,72,Offer A,Yes,43.47,Yes,Yes,Cable,9.0,No,No,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,76.8,5468.45,0.0,90,3129.84,8688.29,Stayed,,
5130-YPIRV,Female,22,Yes,0,San Diego,92119,32.802959,-117.027095,1,62,Offer B,Yes,6.41,No,Yes,Cable,59.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,72.0,4284.2,0.0,0,397.42,4681.62,Stayed,,
3733-LSYCE,Female,22,Yes,0,Samoa,95564,40.809636,-124.189977,6,15,,Yes,30.09,No,Yes,Fiber Optic,71.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.35,1114.55,0.0,0,451.35,1565.9,Stayed,,
0657-DOGUM,Female,35,Yes,0,Rancho Cucamonga,91739,34.133809,-117.523724,1,48,Offer B,Yes,44.72,Yes,Yes,DSL,13.0,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,60.6,2985.25,0.0,100,2146.56,5231.81,Stayed,,
7672-VFMXZ,Male,31,Yes,0,Long Beach,90815,33.797638,-118.11662,6,57,,Yes,15.48,No,Yes,Cable,15.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,55.7,3171.6,34.59,0,882.36,4019.37,Stayed,,
5204-QZXPU,Male,50,No,0,Glendale,91205,34.13658,-118.245839,0,19,,No,,,Yes,DSL,21.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,39.65,733.35,0.0,0,0.0,733.35,Churned,Competitor,Competitor had better devices
3164-YAXFY,Male,56,No,0,Coulterville,95311,37.722127,-120.110174,0,57,Offer B,No,,,Yes,DSL,30.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,53.75,3196.0,0.0,0,0.0,3196.0,Stayed,,
5666-MBJPT,Male,22,No,0,Bakersfield,93304,35.339796,-119.023552,0,65,Offer B,Yes,20.43,Yes,No,,,,,,,,,,,Two Year,Yes,Bank Withdrawal,25.1,1725.0,0.0,0,1327.95,3052.95,Stayed,,
5598-IKHQQ,Female,39,No,0,Myers Flat,95554,40.267158,-123.805913,0,72,Offer A,Yes,6.75,Yes,No,,,,,,,,,,,Two Year,No,Credit Card,25.45,1866.45,0.0,0,486.0,2352.45,Stayed,,
4188-FRABG,Male,36,Yes,0,Sunland,91040,34.282704,-118.312929,4,57,,Yes,31.79,Yes,Yes,Fiber Optic,13.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.05,5925.75,0.0,0,1812.03,7737.78,Stayed,,
9339-FIIJL,Male,57,Yes,0,Avenal,93204,35.916943,-120.129921,2,72,Offer A,Yes,10.97,Yes,Yes,DSL,30.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85.95,6151.9,0.0,0,789.84,6941.74,Stayed,,
5201-CBWYG,Male,60,Yes,1,Salton City,92275,33.28156,-115.955541,1,62,,Yes,16.48,Yes,No,,,,,,,,,,,One Year,No,Bank Withdrawal,24.8,1476.25,0.0,0,1021.76,2498.01,Stayed,,
6641-XRPSU,Female,61,No,0,San Lorenzo,94580,37.676249,-122.132415,0,34,Offer C,Yes,4.66,No,Yes,Fiber Optic,21.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.0,2416.1,11.0,0,158.44,2563.54,Churned,Competitor,Competitor offered more data
3946-JEWRQ,Male,21,Yes,0,Sherman Oaks,91403,34.147149,-118.463365,1,47,,Yes,20.93,Yes,Yes,Fiber Optic,85.0,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,95.2,4563.0,0.0,80,983.71,5626.71,Stayed,,
5919-VCZYM,Male,19,No,0,Santa Ana,92707,33.714829,-117.872941,0,2,,Yes,40.28,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.05,42.7,0.0,0,80.56,123.26,Joined,,
1766-GKNMI,Male,56,No,0,Bakersfield,93307,35.280113,-118.962329,0,29,,Yes,9.49,Yes,Yes,Fiber Optic,21.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.9,2516.2,47.04,0,275.21,2744.37,Stayed,,
9068-FHQHD,Female,42,Yes,3,Petrolia,95558,40.274302,-124.210902,1,40,,Yes,3.01,No,No,,,,,,,,,,,Two Year,No,Bank Withdrawal,20.15,777.35,0.0,0,120.4,897.75,Stayed,,
7595-EUIVN,Female,53,No,0,Clearlake,95422,38.965804,-122.631779,0,1,,Yes,14.48,No,Yes,Fiber Optic,26.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.8,75.8,0.0,0,14.48,90.28,Churned,Competitor,Competitor had better devices
8378-LKJAF,Male,34,Yes,1,Santa Ana,92704,33.719869,-117.907063,9,38,,Yes,24.22,Yes,Yes,Fiber Optic,14.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,101.15,3956.7,0.0,0,920.36,4877.06,Stayed,,
4318-RAJVY,Female,57,No,0,Encino,91436,34.152875,-118.486056,0,10,,Yes,2.84,No,No,,,,,,,,,,,One Year,Yes,Credit Card,19.8,198.25,0.0,0,28.4,226.65,Stayed,,
7301-ABVAD,Female,37,No,0,Valley Village,91607,34.165783,-118.399795,0,72,,Yes,8.29,Yes,Yes,Cable,13.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,86.6,6350.5,0.0,0,596.88,6947.38,Stayed,,
0151-ONTOV,Female,43,No,0,Moorpark,93021,34.312945,-118.858169,0,1,Offer E,Yes,39.81,No,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,70.9,70.9,0.0,0,39.81,110.71,Churned,Competitor,Competitor had better devices
6304-IJFSQ,Male,63,No,0,Calipatria,92233,33.143826,-115.497485,0,3,,Yes,46.57,No,Yes,Cable,16.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.9,130.1,0.0,0,139.71,269.81,Churned,Other,Moved
1964-SVLEA,Male,59,No,0,Upland,91786,34.105493,-117.660934,0,20,Offer D,Yes,30.13,No,No,,,,,,,,,,,One Year,Yes,Mailed Check,-1.0,415.9,0.0,0,602.6,1018.5,Stayed,,
8097-VBQTZ,Male,61,No,0,Anaheim,92806,33.83796,-117.870494,0,54,Offer B,Yes,27.62,No,Yes,Cable,24.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,69.9,3883.3,0.0,0,1491.48,5374.78,Stayed,,
6284-KMNUF,Female,33,Yes,0,Twentynine Palms,92278,34.457829,-116.139589,10,56,Offer B,Yes,37.5,Yes,Yes,Fiber Optic,11.0,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,98.0,5270.6,0.0,0,2100.0,7370.6,Stayed,,
2323-ARSVR,Male,51,Yes,0,Milpitas,95035,37.441931,-121.878502,8,67,,Yes,46.89,No,Yes,Fiber Optic,29.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.05,7321.05,0.0,0,3141.63,10462.68,Stayed,,
3363-EWLGO,Female,33,No,0,Freedom,95019,36.936228,-121.785559,0,5,,Yes,34.8,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,19.95,109.6,0.0,0,174.0,283.6,Stayed,,
8016-NCFVO,Male,70,No,0,Glendale,91203,34.153338,-118.262974,0,55,,Yes,29.3,Yes,Yes,Fiber Optic,10.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,116.5,6382.55,0.0,0,1611.5,7994.05,Stayed,,
6467-CHFZW,Male,61,Yes,1,Los Angeles,90028,34.099869,-118.326843,1,47,,Yes,31.35,Yes,Yes,Fiber Optic,16.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.35,4749.15,0.0,0,1473.45,6222.6,Churned,Competitor,Competitor had better devices
0691-NIKRI,Female,41,No,0,Elverta,95626,38.734997,-121.463719,0,40,Offer B,Yes,16.73,Yes,Yes,Fiber Optic,14.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.95,4335.2,0.0,0,669.2,5004.4,Stayed,,
7677-SJJJK,Male,26,Yes,0,Granite Bay,95746,38.749466,-121.184196,5,8,Offer E,Yes,48.39,No,No,,,,,,,,,,,One Year,No,Credit Card,19.9,153.95,0.0,0,387.12,541.07,Stayed,,
3486-HOOGQ,Female,44,Yes,1,San Jose,95128,37.316146,-121.936285,3,70,Offer A,Yes,8.36,Yes,Yes,DSL,19.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,79.7,5743.3,0.0,0,585.2,6328.5,Stayed,,
8404-VLQFB,Female,21,Yes,1,California Hot Springs,93207,35.865795,-118.69759,1,15,,Yes,29.55,Yes,No,,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,25.25,394.85,0.0,0,443.25,838.1,Stayed,,
4905-JEFDW,Male,39,No,0,Palo Alto,94306,37.416159,-122.131337,0,11,,No,,,Yes,DSL,5.0,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,41.6,470.6,0.0,0,0.0,470.6,Churned,Competitor,Competitor offered higher download speeds
1494-EJZDW,Female,51,Yes,3,Nice,95464,39.12334,-122.838198,1,10,,Yes,18.62,No,No,,,,,,,,,,,Two Year,No,Credit Card,20.15,220.8,0.0,0,186.2,407.0,Stayed,,
2592-YKDIF,Female,47,No,0,North Highlands,95660,38.671295,-121.388251,0,1,,Yes,44.09,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.35,20.35,0.0,0,44.09,64.44,Joined,,
8887-IPQNC,Female,61,Yes,0,Manhattan Beach,90266,33.889632,-118.39737,4,7,,Yes,31.43,No,Yes,DSL,24.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,44.25,313.45,0.0,0,220.01,533.46,Stayed,,
4030-VPZBD,Female,53,No,0,Comptche,95427,39.239818,-123.565432,0,2,,No,,,Yes,DSL,18.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.9,59.05,0.0,0,0.0,59.05,Churned,Dissatisfaction,Network reliability
2927-QRRQV,Male,44,Yes,0,Scott Bar,96085,41.737962,-123.07557,1,46,Offer B,Yes,10.13,Yes,Yes,Fiber Optic,3.0,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,94.65,4312.5,0.0,0,465.98,4778.48,Stayed,,
5372-FBKBN,Female,38,No,2,San Jose,95111,37.284265,-121.827673,0,21,Offer D,Yes,8.68,No,No,,,,,,,,,,,Month-to-Month,No,Credit Card,20.75,452.2,0.0,0,182.28,634.48,Stayed,,
2272-QAGFO,Female,75,No,0,Inglewood,90304,33.936827,-118.359824,0,14,,Yes,35.07,Yes,Yes,Fiber Optic,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.3,1096.25,0.0,0,490.98,1587.23,Churned,Dissatisfaction,Service dissatisfaction
3705-PSNGL,Male,49,No,0,Cerritos,90703,33.8681,-118.067402,0,45,Offer B,Yes,25.4,No,No,,,,,,,,,,,One Year,Yes,Bank Withdrawal,20.4,930.45,0.0,0,1143.0,2073.45,Churned,Price,Long distance charges
